Song,Artist,Title,MoodsStrSplit,SampleURL
MT0007659703,The Exploited,Beat the Bastards,"Angry, Anguished, Distraught, Fiery, Harsh, Irreverent, Outrageous, Raucous, Rowdy, Snide, Tense, Anxious, Trashy, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=weT-wJTcQFUmliooxcAV5fh0BJxFGWncDvRkmPV4knk=&f=J
MT0007697753,Bill Hicks,The Elephant Is Dead (Bush),"Acerbic, Angry, Angst-Ridden, Bitter, Cynical, Sarcastic, Fierce, Harsh, Hostile, Outrageous, Paranoid, Provocative, Rebellious",http://rovimusic.rovicorp.com/playback.mp3?c=2ZivbkXND-DSPuwkuyr_V5jWf7KriH64XH0cLbjLrOY=&f=J
MT0007728545,The Ink Spots,"Ring, Telephone, Ring","Gloomy, Sad, Soft, Quiet, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=03mekAR1a-m8EmkZ4ZABfc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0007766156,Rachelle Ferrell,Moody's Mood for Love,"Amiable, Good-Natured, Autumnal, Carefree, Cheerful, Elegant, Freewheeling, Fun, Intimate, Joyous, Lush, Organic, Poignant, Refined, Romantic, Sensual, Sentimental, Smooth, Soothing, Stylish, Sweet, Warm, Witty",http://rovimusic.rovicorp.com/playback.mp3?c=uve7nZLziAj9JOdLs2WuooapJnH0KBK7tayJ1L1z1aM=&f=J
MT0007799677,Machete,Matters Not,"Lazy, Sleazy, Spooky",http://rovimusic.rovicorp.com/playback.mp3?c=L29bZS-Asxf6cCVf6UWs16wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0007812490,Alien Ant Farm,Forgive & Forget,"Angry, Bitter, Fierce, Harsh, Menacing",http://rovimusic.rovicorp.com/playback.mp3?c=NDIsKGLmuDbCMWuC-1gIppjWf7KriH64XH0cLbjLrOY=&f=J
MT0007833171,Chris Botti,The Place Between Us,"Calm, Neutral, Dreamy, Flowing, Majestic, Meditative, Striding",http://rovimusic.rovicorp.com/playback.mp3?c=IEcPwShdfPbGPplp7ZEMB_h0BJxFGWncDvRkmPV4knk=&f=J
MT0007840454,Gene Krupa,Dark Eyes,"Exciting, Gutsy, Indulgent, Spicy, Visceral",http://rovimusic.rovicorp.com/playback.mp3?c=INmAvcqNBZbgZN-tlLA13JjWf7KriH64XH0cLbjLrOY=&f=J
MT0007860263,Billie Holiday,My Last Affair,"Bitter, Bleak, Gloomy, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=tHuDTpbRU1TJBIpoWH3-76wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0007914044,Lou Reed,Heroine,"Bitter, Brooding, Cerebral, Cold, Gritty, Literate, Melancholy, Poignant, Provocative, Searching, Street-Smart",http://rovimusic.rovicorp.com/playback.mp3?c=FeRsb4qH3yYx7JrFe2ZCdWjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0007926918,The Blackout Pact,Luxlo Flaming Deluxlo,"Angry, Cynical, Sarcastic, Harsh",http://rovimusic.rovicorp.com/playback.mp3?c=b6uf9LKptu_0PN9pM8g1XKwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0008007368,Roy Harvey,What Is Home Without Love,"Circular, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=8Zf_s39WcO5wBHbZh0BDQPKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0008018703,Roy Harvey,As We Parted at the Gate,"Circular, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=iippKclX8pXSFEsJRFxdzawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0008077089,Roy Harvey,The Bluefield Murder,"Circular, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=dHPYCuCsiLFBPCkqqtPEUfh0BJxFGWncDvRkmPV4knk=&f=J
MT0008084656,Pennywise,Pennywise,"Eerie, Fierce, Ominous, Rebellious, Rowdy, Spooky, Tense, Anxious, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=4i9-YNOrzeGSQrTreK92wPh0BJxFGWncDvRkmPV4knk=&f=J
MT0008137868,Suicide,C'Mon Babe,"Bleak, Eerie, Ominous, Paranoid, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=0T_F9qluDIxJtaMwPeWDhP3pqi0RS20pHqZddGAWQOA=&f=J
MT0008167476,Dave Grusin,How Long Has This Been Going On?,"Calm, Neutral, Lush, Restrained, Soft, Quiet, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=ThREhP8NUCXeHoKMpl8_Fv3pqi0RS20pHqZddGAWQOA=&f=I
MT0008170600,Jimmy Reed,"Red Lights, the Stop Light","Greasy, Lazy, Messy, Sparse",http://rovimusic.rovicorp.com/playback.mp3?c=8Q3lWckJ5iPIvq1FAX9joc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0008208983,Suicide,A-Man,"Bleak, Eerie, Ominous, Paranoid, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=0T_F9qluDIxJtaMwPeWDhIapJnH0KBK7tayJ1L1z1aM=&f=J
MT0008222676,Ricky Martin,Dime Que Me Quieres (Bring a Little Lovin),"Brash, Brassy, Bravado, Bright, Carefree, Celebratory, Cheerful, Exciting, Exuberant, Fiery, Fun, Gutsy, Happy, Sexy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=QoZ94P2xqKFgRlv7ASr5lM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0008276791,Faces,Too Bad,"Exciting, Messy, Sexual",http://rovimusic.rovicorp.com/playback.mp3?c=tmOpvXFfAJuQnPeiFV-uUvQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0008340316,Louis Armstrong,Hotter Than That,"Boisterous, Cheerful, Exciting, Gleeful, Happy, Joyous, Rambunctious",http://rovimusic.rovicorp.com/playback.mp3?c=Dc9LICGDrIqpdIaHciIO0fQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0008342962,Lil' Kim,Give It Up,"Sexy, Soft, Quiet",http://rovimusic.rovicorp.com/playback.mp3?c=cEGn3wJQYPQ1SPOBdlobefh0BJxFGWncDvRkmPV4knk=&f=J
MT0008346862,Breach,In My Realm,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=yl-DpFPhqumPSJSTOCBa0zqpU4hxl5saPDaNIVORh-E=&f=J
MT0008361425,Gorilla Biscuits,GM2 1,"Angry, Harsh, Hostile, Malevolent, Outrageous, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=gC2C-vq8ZEiiV1D8Hv8Py_QIxMnXLaW9NvEpt_rvU6E=&f=J
MT0008363839,Shirley Caesar,Try Jesus,"Exciting, Joyous, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=_Vb20PNyq3wgwfCFM4V8E6wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0008399774,Lee Konitz,Alone Together,"Cerebral, Complex, Detached, Restrained",http://rovimusic.rovicorp.com/playback.mp3?c=2_qOSonPUAcRO-3FGV0nWvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0008401073,Guy Clark,Texas Cookin',"Celebratory, Fun, Happy, Hedonistic, Joyous",http://rovimusic.rovicorp.com/playback.mp3?c=oqKRT_Rs0yM23bEFWSNy3JjWf7KriH64XH0cLbjLrOY=&f=J
MT0008451831,Defecation,Cryonically Preserved,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=c3q7WCCF9a87nadNRK6EKKwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0008455201,Tom Morello,Union Song,"Provocative, Rebellious, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=SQ7hpfHr_bvu2P9--_8X_fh0BJxFGWncDvRkmPV4knk=&f=J
MT0008493270,Laurie Anderson,O Superman (For Massenet),"Cerebral, Clinical, Cold, Complex, Detached, Eccentric, Humorous, Indulgent, Quirky",http://rovimusic.rovicorp.com/playback.mp3?c=Galjzs4lOjwQkvLcv_MvMvh0BJxFGWncDvRkmPV4knk=&f=J
MT0008511909,Syleena Johnson,The Day After,"Bleak, Ominous, Reckless, Thuggish, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=qubaJirwUZAlDzA1UklmTJjWf7KriH64XH0cLbjLrOY=&f=J
MT0008530072,Mendeed,Withered and Torn,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=ohdQzub2A_iAYts2BGdm04apJnH0KBK7tayJ1L1z1aM=&f=J
MT0008570712,Nelly,Heart of a Champion,"Elaborate, Tense, Anxious, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=wtz27k9zP4O11hErs2lvvTqpU4hxl5saPDaNIVORh-E=&f=J
MT0008575372,Linda Gail Lewis,Let's Talk About Us,"Agreeable, Cheerful, Explosive, Positive, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=PTH3s3dzgN7LJ6MMSQswZIapJnH0KBK7tayJ1L1z1aM=&f=J
MT0008596275,Everyday Madness,Passivist,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=Avm_Z-Lse2O_45ziaeQdas2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0008644609,Ololiuqui,Del Rio,"Mystical, Technical, Thrilling",http://rovimusic.rovicorp.com/playback.mp3?c=RQfWLh2gy5fqqiaPLRnv_v3pqi0RS20pHqZddGAWQOA=&f=J
MT0008665212,Ahmad Jamal,Stolen Moments,"Austere, Precious, Reserved, Self-Conscious, Stately",http://rovimusic.rovicorp.com/playback.mp3?c=jandDmG4uwvjWsa2ur5q7Ph0BJxFGWncDvRkmPV4knk=&f=J
MT0008675527,Peter Sellers,"Oh, Lady Be Good","Campy, Eccentric, Giddy, Humorous, Silly",http://rovimusic.rovicorp.com/playback.mp3?c=EFuQ5aLCRDF31vNSU-DX6WjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0008684922,Tito Puente,Tito on Timbales,"Exciting, Giddy, Manic, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=IfbH8hmg4FpZplgVAULVS_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0008686594,Chris Botti,Irresistible Bliss,"Agreeable, Dreamy, Flowing, Laid-Back, Mellow, Majestic, Striding",http://rovimusic.rovicorp.com/playback.mp3?c=30-4H9zhtN2YKAi3P1m_5mjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0008716237,Z.Z. Hill,Steal Away,"Anguished, Distraught, Greasy",http://rovimusic.rovicorp.com/playback.mp3?c=KPIWIMtoQfxewy_oG1oKZqwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0008718991,Blind James Campbell,Detroit Blues,"Eccentric, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=nZbaPL5M7T_tZx7YfOXU2awfpsQHuOlGC4-o-yXc8Os=&f=J
MT0008733057,Suicide,Be My Dream,"Bleak, Eerie, Ominous, Paranoid, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=0T_F9qluDIxJtaMwPeWDhDqpU4hxl5saPDaNIVORh-E=&f=J
MT0008807220,Liars,What Would They Know,"Complex, Harsh, Hypnotic, Suffocating, Tense, Anxious, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=ZUFIpLrPqLRD1gQWWewWP_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0008841966,Dead Can Dance,The Snake and the Moon,"Bleak, Brooding, Cerebral, Gloomy, Hypnotic, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=DfgLLT1RB3DwVlM1dUxOkmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0008972801,Shakira,Animal City,"Searching, Sensual, Sexy, Spicy, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=ahARy1yyVIOuAZH8RJANZ_h0BJxFGWncDvRkmPV4knk=&f=J
MT0008979040,Los Dandy's,Amanecí en Tus Brazos,"Anguished, Distraught, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=1CxYM5h1rjM34nKGaUqmM6wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0008999898,Lead Belly,"Death Letter Blues, Pt. 2","Bleak, Lazy, Messy, Ramshackle",http://rovimusic.rovicorp.com/playback.mp3?c=bW4WMRLTflNyHBQK9AX4zPQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0009010830,Shakira,Hey You,"Searching, Sensual, Sexy, Spicy, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=tMXOe_nSHgQKgR_TjWn3XKwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0009016829,Violent Femmes,Black Girls,"Angst-Ridden, Intense, Menacing, Ominous, Organic, Outrageous, Somber, Spooky, Tense, Anxious, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=xJRhPYKv3uGGxemiP0aB54apJnH0KBK7tayJ1L1z1aM=&f=J
MT0009041370,Nailbomb,24 Hour Bulls***,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=OSRbW6lYo_1mnW6f7w3sTDqpU4hxl5saPDaNIVORh-E=&f=J
MT0009075362,Mariah Carey,Thank God I Found You,"Dreamy, Slick, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=OvUV6IxyBSqkTQeEz9YYAfKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0009117202,Buddah,Real Nillaz,"Aggressive, Bitter, Bleak, Fiery, Reckless, Tense, Anxious, Urgent",http://rovimusic.rovicorp.com/playback.mp3?c=y9Ryp7giJHbxfcwFWEfaFfKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0009169626,Simon Joyner,You Don't Know Me,"Cerebral, Gloomy, Somber, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=ANvsmSlARdMxCoL9Tvw1RKwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0009182700,Joe Liggins,Trying to Lose the Blues,"Gloomy, Hedonistic, Indulgent, Reckless, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=C5jWlhTHYc9mcEpfLJqnQPQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0009185069,Enya,Bard Dance,"Atmospheric, Circular, Ethereal, Hypnotic, Lush, Pastoral, Reserved, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=v7sOhB9xUhmEINzE2033jGjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0009188643,Steel Pulse,Dudes,"Optimistic, Positive, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=kZPhHL4-sfCeKuOhHmGvtP3pqi0RS20pHqZddGAWQOA=&f=J
MT0009202768,Miles Davis,Dolores,"Cerebral, Complex, Energetic, Fiery, Freewheeling, Intense, Lively, Sophisticated, Urgent",http://rovimusic.rovicorp.com/playback.mp3?c=xgAsgMueJNUg-Iy59ry5dTqpU4hxl5saPDaNIVORh-E=&f=J
MT0009208842,Miranda Lambert,New Strings,"Confident, Energetic, Exciting, Freewheeling, Lively, Passionate, Rambunctious, Rousing, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=PPM5gRSCn6dJpHu4r-PY66wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0009213083,Akon,Bananza (Belly Dancer),"Optimistic, Pulsing, Sensual, Sexual, Sexy, Strong, Swinging",http://rovimusic.rovicorp.com/playback.mp3?c=RGrD-w01Mxuhcc6HiruZzv3pqi0RS20pHqZddGAWQOA=&f=J
MT0009217411,Onyx,Throw Ya Gunz,"Angry, Fierce, Harsh, Hedonistic, Hostile, Malevolent, Menacing, Outrageous, Tense, Anxious, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=Z-PDkJHsKXv-SS3tm7boGc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0009220462,Charlie Poole & the North Carolina Ramblers,Mother's Last Farewell Kiss,"Circular, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=y8k2zkVWTx3x_3Px7YPNWZjWf7KriH64XH0cLbjLrOY=&f=J
MT0009253118,Judge,Where It Went,"Angry, Hostile, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=0XgkCGf1pH_1wFmb36PdCKwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0009289348,Dizzy Gillespie,Love Is Here to Stay,"Elaborate, Precious, Self-Conscious, Stately, Uplifting, Witty, Wry",http://rovimusic.rovicorp.com/playback.mp3?c=62xhUwd7oXJbjqIxXiINrKwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0009293226,Panthers,Goblin City,"Explosive, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=VEm90HLObHavN-sS8-bUnv3pqi0RS20pHqZddGAWQOA=&f=J
MT0009346128,Tom Morello,House Gone Up in Flames,"Provocative, Rebellious, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=SQ7hpfHr_bvu2P9--_8X_ZjWf7KriH64XH0cLbjLrOY=&f=J
MT0009348908,Against Me!,The Politics of Starving,"Cathartic, Fierce, Raucous, Rebellious, Rowdy, Tense, Anxious",http://rovimusic.rovicorp.com/playback.mp3?c=gnaIZ8st-8kMKc84MWrxnc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0009368615,Doug Sahm,Wasted Days and Wasted Nights,"Greasy, Lazy, Somber, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=icE0NXVdidxmRnWtCL2TPjqpU4hxl5saPDaNIVORh-E=&f=J
MT0009378909,Aretha Franklin,Eight Days On the Road,"Lively, Positive, Pulsing, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=pQv2GZYAZH-5QdIEhYyx-JjWf7KriH64XH0cLbjLrOY=&f=J
MT0009385684,Jann Arden,It Looks Like Rain,"Gloomy, Nostalgic, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=hz5A70hFMr5-hsOxP_K4s4apJnH0KBK7tayJ1L1z1aM=&f=J
MT0009421924,Quasimodo Jones,Dressed for Sick Sex,"Outrageous, Sexual, Sleazy, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=eCdotsYOCaCrz5ISpWAN2pjWf7KriH64XH0cLbjLrOY=&f=J
MT0009437817,Hayes Carll,Drunken Poet's Dream,"Greasy, Lazy, Messy, Sardonic, Sleazy, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=iVZgfyHS504HXrAPuW0f46wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0009521580,Los Lonely Boys,Forgiven,"Bleak, Greasy, Gritty, Insular, Self-Conscious, Somber, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=qCh9Pt75kDqe1sE07iRgXfQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0009601423,Wold,The Frozen Field,"Angry, Bleak, Harsh, Hostile, Malevolent, Nihilistic, Ominous",http://rovimusic.rovicorp.com/playback.mp3?c=0_m1T4ZQPQk7xZXmmGY68zqpU4hxl5saPDaNIVORh-E=&f=J
MT0009619048,H.I.M.,Gone with the Sin,"Brooding, Ominous, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=839pZ5UQFHRkuLPXV2GMqJjWf7KriH64XH0cLbjLrOY=&f=J
MT0009628869,Serge Lama,La Vie Lilas,"Explosive, Lonely, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=VapSFdQvQLsRVQibKNXoMfh0BJxFGWncDvRkmPV4knk=&f=J
MT0009693151,Secret Machines,The Walls Are Starting to Crack,"Bleak, Elaborate, Epic, Gloomy, Indulgent",http://rovimusic.rovicorp.com/playback.mp3?c=YvOze-yLsN_fkbl1ebP2BWjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0009729892,Hank Mobley,Wham and They're Off,"Fiery, Nocturnal, Sensual",http://rovimusic.rovicorp.com/playback.mp3?c=7Th20uJOZM_qrpCwyWqPd2jIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0009741521,Sara Evans,Silent Night,"Atmospheric, Delicate, Elegant, Gentle, Innocent, Intimate, Melancholy, Organic, Precious, Refined, Reflective, Reserved, Sentimental, Smooth, Soothing, Spiritual, Warm, Warm, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=jYuO-3rQGURE7mRILb-HcM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0009769814,James Yorkston,Tortoise Regrets Hare,"Atmospheric, Autumnal, Lush, Organic, Reserved, Thoughtful",http://rovimusic.rovicorp.com/playback.mp3?c=9F8N_llrpiTKKrtx01O3TvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0009800907,Treponem Pal,Soft Mouth Vagina,"Angry, Bitter, Bleak, Eerie, Fierce, Harsh, Nihilistic",http://rovimusic.rovicorp.com/playback.mp3?c=cS1uZceOO9iQSrcSDFxGMoapJnH0KBK7tayJ1L1z1aM=&f=J
MT0009845271,Gloria Estefan,Tres Deseos,"Carefree, Cheerful, Lively, Positive",http://rovimusic.rovicorp.com/playback.mp3?c=z1P8UfLXxGHW_5drE1jyD82KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0009845275,Gloria Estefan,Felicidad,"Carefree, Cheerful, Positive",http://rovimusic.rovicorp.com/playback.mp3?c=EsHMz2zSknpBFBhTOmMov82KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0009845276,Gloria Estefan,Milagro,"Carefree, Cheerful, Positive",http://rovimusic.rovicorp.com/playback.mp3?c=77g5BGGZmxHSk2srAOKREM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0009872131,Clutch,The Elephant Riders,"Greasy, Raucous, Reckless, Rowdy, Tense, Anxious, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=dBtzIA0qA06ejv_mOpr1fWjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0009897495,John Lennon,Crippled Inside,"Carefree, Cheerful, Jovial, Lively, Positive",http://rovimusic.rovicorp.com/playback.mp3?c=51UxCzO5I5DyasvEjPLyEJjWf7KriH64XH0cLbjLrOY=&f=J
MT0009904717,Keyshia Cole,Please Don't Stop,"Exciting, Giddy, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=Z0hb9GMXr3m40oTqID0f94apJnH0KBK7tayJ1L1z1aM=&f=J
MT0009908994,Malevolent Creation,Remnants of Whithered Decay [1990 Demo],"Angry, Bleak, Fierce, Harsh, Hostile, Outrageous, Suffocating, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=bw4mGXCg-DVbdh5ai1HBFPKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0009991160,Dan Zanes,Home in That Rock,"Cheerful, Reverent, Rollicking, Spiritual, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=Y7UeZ6ZvBSEO1zp-rr3bZYapJnH0KBK7tayJ1L1z1aM=&f=J
MT0009996318,Ray Ellis,I'm a Fool To Want You [Take 3 - CL 1157],"Angst-Ridden, Bitter, Bleak, Brittle, Brooding, Gloomy, Lush, Sad, Soft, Quiet, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=rIlkewKy7lCVoAGClfjrZDqpU4hxl5saPDaNIVORh-E=&f=J
MT0010085729,Baby Bash,Lemon Drop,"Hedonistic, Provocative, Sexual, Sexy, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=o4BvbGuCwBbuLvNiwjATW82KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0010203716,Matisyahu,On Nature,"Elaborate, Reverent, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=L-QMmZDsXpXiclyIlTtWpM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0010310896,Slayer,Snuff,"Angry, Bleak, Confrontational, Fierce, Harsh, Hostile, Malevolent, Menacing, Nihilistic, Provocative, Rebellious, Tense, Anxious, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=Gwk1_WqJhQpmLfG1heGvM6wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0010344415,Adam Lambert,For Your Entertainment,"Amiable, Good-Natured, Dramatic, Energetic, Freewheeling, Fun, Intense, Lively, Playful, Rousing, Sexy, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=XRRHSMFSuiX3CD9RgNrYsM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0010375510,Gregory Isaacs,Let off Supm,"Bleak, Brooding, Hypnotic, Melancholy, Sad, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=kk6zQH0qxaxhHnOFGQWWApjWf7KriH64XH0cLbjLrOY=&f=I
MT0010392442,Billie Holiday,"What a Night, What a Moon, What a Girl","Happy, Innocent, Joyous",http://rovimusic.rovicorp.com/playback.mp3?c=3T7P7GOOjVm4OYXtWcviJvQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0010415730,Discharge,Free Speech for the Dumb,"Acerbic, Angry, Cynical, Sarcastic, Harsh, Hostile, Nihilistic, Outraged, Snide",http://rovimusic.rovicorp.com/playback.mp3?c=pYlMwBiVOH2p5bgTG5VaoYapJnH0KBK7tayJ1L1z1aM=&f=J
MT0010463505,Brujeria,El Patron,"Crunchy, Fierce, Harsh, Hostile, Malevolent, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=oJlbpBGW9Js7u8_gAWuo-2jIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0010465830,"Bobby ""Blue"" Bland",Turn on Your Love Light,"Boisterous, Dramatic, Fiery, Gritty, Intense, Passionate, Rousing, Sensual, Sophisticated",http://rovimusic.rovicorp.com/playback.mp3?c=XmvoIF3KG6xcK_x-wj2nI_QIxMnXLaW9NvEpt_rvU6E=&f=J
MT0010468178,Placebo,My Sweet Prince,"Bleak, Gloomy, Lonely, Meditative, Sad, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=b6Wvdr73RofHGLW0W_AK1c2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0010482550,The Dramatics,Shake It Well,"Carefree, Cheerful, Energetic, Freewheeling, Fun, Intense, Romantic",http://rovimusic.rovicorp.com/playback.mp3?c=9z_icGJbLfGNEloDlQ5ZvzqpU4hxl5saPDaNIVORh-E=&f=J
MT0010485603,Junior Mance,I'm Gonna Move to the Outskirts of Town,"Reserved, Restrained, Soft, Quiet, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=E5G9Ke2M3LnRsHAiLuco-5jWf7KriH64XH0cLbjLrOY=&f=J
MT0010487769,Gipsy Kings,Soy,"Bravado, Cathartic, Fiery, Intense, Sexy, Spicy, Urgent",http://rovimusic.rovicorp.com/playback.mp3?c=HINagRuRfwXi_TBG-RodIvh0BJxFGWncDvRkmPV4knk=&f=I
MT0010489498,Gipsy Kings,Mi Vida,"Cathartic, Fiery, Sexy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=vLNaIWEt0Fkm_E5UFijLIDqpU4hxl5saPDaNIVORh-E=&f=I
MT0010490157,Discharge,Maimed and Slaughtered,"Acerbic, Angry, Cynical, Sarcastic, Harsh, Hostile, Nihilistic, Outraged, Snide",http://rovimusic.rovicorp.com/playback.mp3?c=We1cvPZv698BHYU98svz_KwfpsQHuOlGC4-o-yXc8Os=&f=I
MT0010501618,Tito Puente,Oye Como Va,"Brassy, Exciting, Joyous, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=Smg1cRNdQut7se-Wgz1u7DqpU4hxl5saPDaNIVORh-E=&f=I
MT0010585105,Juvenile,Sling It to Tha Back,"Menacing, Rebellious, Rowdy",http://rovimusic.rovicorp.com/playback.mp3?c=7VH9ss1aBsH_aqlf3bhN5oapJnH0KBK7tayJ1L1z1aM=&f=I
MT0010615428,Company Flow,Info Kill II,"Angry, Bleak, Eerie, Hostile, Malevolent, Nihilistic, Ominous, Paranoid, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=l6xzoxKddz2y4DGyAOO-S82KXJKuJLE7UG4BJXcyKZ4=&f=J
